MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	ATTRIBUTE_Col_Date	ATTRIBUTE_Location	ATTRIBUTE_Species	ATTRIBUTE_Round	ATTRIBUTE_Acclim_Table	ATTRIBUTE_Acclim_Tank	ATTRIBUTE_Exp_Table	ATTRIBUTE_Exp_Tank	Treatment	Water_Tube	Dis_Date
MSV000097316	E21_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E21_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E21_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E21	E3	E21	Control	Red	9/5/23
MSV000097316	E21_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E21_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E21_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E21	E3	E21	Control	Red	9/5/23
MSV000097316	E21_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E21_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E21_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E21	E3	E21	Control	Red	9/5/23
MSV000097316	E22_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E22_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E22_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E22	E3	E22	Control	Blue	9/5/23
MSV000097316	E22_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E22_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E22_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E22	E3	E22	Control	Blue	9/5/23
MSV000097316	E22_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E22_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E22_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E22	E3	E22	Control	Blue	9/5/23
MSV000097316	E23_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E23_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E23_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E23	E3	E23	Control	Blue	9/5/23
MSV000097316	E23_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E23_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E23_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E23	E3	E23	Control	Blue	9/5/23
MSV000097316	E23_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E23_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E23_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E23	E3	E23	Control	Blue	9/5/23
MSV000097316	E24_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E24_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E24_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E24	E3	E24	Control	Green	9/5/23
MSV000097316	E24_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E24_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E24_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E24	E3	E24	Control	Green	9/5/23
MSV000097316	E24_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E24_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E24_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E24	E3	E24	Control	Green	9/5/23
MSV000097316	E25_GILL.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E25_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E25_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E25	E3	E25	Control	Green	9/5/23
MSV000097316	E25_GUT.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E25_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E25_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E25	E3	E25	Control	Green	9/5/23
MSV000097316	E25_SKIN.mzML	animal	tissue	36217|Abudefduf troschelii	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E25_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		8.983447, -79.501616	not applicable	not applicable	E25_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/16/23	Pacific	Abudefduf troschelii	1	E3	E25	E3	E25	Control	Green	9/5/23
MSV000097316	E26_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E26_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E26_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E26	E3	E26	Control	Blue	9/5/23
MSV000097316	E26_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E26_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E26_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E26	E3	E26	Control	Blue	9/5/23
MSV000097316	E26_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E26_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E26_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E26	E3	E26	Control	Blue	9/5/23
MSV000097316	E27_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E27_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E27_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E27	E3	E27	Control	Red	9/5/23
MSV000097316	E27_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E27_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E27_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E27	E3	E27	Control	Red	9/5/23
MSV000097316	E27_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E27_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E27_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E27	E3	E27	Control	Red	9/5/23
MSV000097316	E28_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E28_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E28_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E28	E3	E28	Control	Green	9/5/23
MSV000097316	E28_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E28_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E28_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E28	E3	E28	Control	Green	9/5/23
MSV000097316	E28_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E28_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E28_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E28	E3	E28	Control	Green	9/5/23
MSV000097316	E29_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E29_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E29_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E29	E3	E29	Control	Blue	9/5/23
MSV000097316	E29_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E29_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E29_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E29	E3	E29	Control	Blue	9/5/23
MSV000097316	E29_SKIN.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E29_SKIN	not applicable	not specified	skin of body	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E29_SKIN	Infancy (<2 yrs)	UBERON:0002097	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E29	E3	E29	Control	Blue	9/5/23
MSV000097316	E30_GILL.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E30_GILL	not applicable	not specified	gill filament	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E30_GILL	Infancy (<2 yrs)	UBERON:0009120	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E30	E3	E30	Control	Red	9/5/23
MSV000097316	E30_GUT.mzML	animal	tissue	50731|Abudefduf saxatilis	2025	solid material, frozen	methanol-water (1:1)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	E30_GUT	not applicable	not specified	lower digestive tract	not applicable	not applicable	not applicable	not applicable	9/5/2023 9:00	Panama		9.5120996,-79.6925936	not applicable	not applicable	E30_GUT	Infancy (<2 yrs)	UBERON:0004907	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	8/17/23	Caribbean	Abudefduf saxatilis	1	E3	E30	E3	E30	Control	Red	9/5/23
